"callsign","lat","lon","addr2"
"VE7IFG","49.054800","-122.321600","ABBOTSFORD"
"VE7IFI","49.182700","-122.880500","SURREY"
"VE7IFN","49.171700","-121.951200","CHILLIWACK"
"VE7IFO","49.267200","-123.200400","VANCOUVER"
"VE7IFP","49.135000","-122.303900","MISSION"
"VE7IFQ","49.135000","-122.303900","MISSION"
"VE7IFR","49.183100","-123.050100","RICHMOND"
"VE7IFU","49.038200","-122.827400","SURREY"
"VE7IFV","49.051600","-122.276400","ABBOTSFORD"
"VE7IFW","49.051600","-122.276400","ABBOTSFORD"
"VE7IFX","49.257900","-123.131200","SURREY"
"VE7IFY","52.982100","-122.502600","QUESNEL"
"VE7IG","52.146539","-122.068212","WILLIAMS LAKE"
"VE7IGA","49.229600","-122.891400","NEW WESTMINSTER"
"VE7IGB","50.258300","-119.266700","VERNON"
"VE7IGE","49.038200","-122.827400","SURREY"
"VE7IGH","49.128800","-122.767000","SURREY"
"VE7IGI","49.149400","-122.906700","DELTA"
"VE7IGJ","49.054800","-122.321600","ABBOTSFORD"
"VE7IGL","49.107800","-122.865100","SURREY"
"VE7IGM","50.879600","-119.463100","SORRENTO"
"VE7IGN","48.446500","-123.510400","VICTORIA"
"VE7IGO","49.225500","-123.068100","VANCOUVER"
"VE7IGQ","49.125118","-122.309074","MISSION"
"VE7IGR","49.142900","-122.865500","SURREY"
"VE7IGV","49.171700","-121.951200","CHILLIWACK"
"VE7IGW","49.149400","-122.906700","DELTA"
"VE7IGX","49.051600","-122.276400","ABBOTSFORD"
"VE7IGY","49.236500","-122.049000","DEROCHE"
"VE7IHC","51.767100","-121.100900","FOREST GROVE"
"VE7IHD","49.276200","-123.066700","BURNABY"
"VE7IHF","49.229800","-122.609700","MAPLE RIDGE"
"VE7IHG","49.355500","-123.187290","WEST VANCOUVER"
"VE7IHH","49.149400","-122.906700","DELTA"
"VE7IHI","49.113400","-122.906700","DELTA"
"VE7IHJ","49.247800","-123.090500","VANCOUVER"
"VE7IHK","49.078600","-123.073500","DELTA"
"VE7IHL","49.478333","-117.376667","NELSON"
"VE7IHM","49.078600","-123.073500","DELTA"
"VE7IHN","49.190500","-122.810900","SURREY"
"VE7IHO","49.103400","-122.654400","LANGLEY"
"VE7IHS","49.051600","-122.276400","ABBOTSFORD"
"VE7IHT","49.229800","-122.609700","MAPLE RIDGE"
"VE7IHU","49.107800","-122.865100","SURREY"
"VE7IHW","49.103400","-122.654400","LANGLEY"
"VE7IHX","49.229800","-122.609700","MAPLE RIDGE"
"VE7IHZ","49.103400","-122.654400","LANGLEY"
"VE7IIA","49.190500","-122.810900","SURREY"
"VE7IID","49.038200","-122.827400","SURREY"
"VE7IIF","49.135000","-122.303900",""
"VE7IIG","49.022200","-122.800290","WHITE ROCK"
"VE7IIH","49.324600","-123.118600","NORTH VANCOUVER"
"VE7III","49.325300","-122.950990","NORTH VANCOUVER"
"VE7IIJ","49.107800","-122.865100","SURREY"
"VE7IIK","49.128800","-122.767000","SURREY"
"VE7IIL","49.188000","-122.846000","LANGLEY"
"VE7IIM","49.078600","-123.073500","DELTA"
"VE7IIN","49.269100","-122.686100","PITT MEADOWS"
"VE7IIQ","49.190500","-122.810900","SURREY"
"VE7IIR","49.229800","-122.609700","MAPLE RIDGE"
"VE7IIT","49.171700","-121.951200","SURREY"
"VE7IIV","49.170800","-122.732900","SURREY"
"VE7IIW","49.229800","-122.609700","MAPLE RIDGE"
"VE7IIY","49.190500","-122.810900","SURREY"
"VE7IJ","49.195400","-123.171700","VANCOUVER"
"VE7IJA","49.145600","-123.176500","RICHMOND"
"VE7IJD","49.149400","-122.906700","DELTA"
"VE7IJE","50.913100","-120.696290","SAVONA"
"VE7IJF","49.171700","-121.951200","CHILLIWACK"
"VE7IJH","49.171700","-121.951200","CHILLIWACK"
"VE7IJI","49.107800","-122.865100","SURREY"
"VE7IJJ","54.516700","-128.608000","TERRACE"
"VE7IJL","48.377500","-123.730700","SOOKE"
"VE7IJM","49.054800","-122.321600","ABBOTSFORD"
"VE7IJN","49.190500","-122.810900","SURREY"
"VE7IJO","49.684400","-124.930300","COMOX"
"VE7IJP","49.269100","-122.686100","PITT MEADOWS"
"VE7IJQ","49.162000","-123.175500","RICHMOND"
"VE7IJR","48.418800","-123.327690","VICTORIA"
"VE7IJS","49.103400","-122.654400","LANGLEY"
"VE7IJT","50.635200","-120.246100","KAMLOOPS"
"VE7IJU","49.054800","-122.321600","ABBOTSFORD"
"VE7IJW","49.147900","-123.963900","NANAIMO"
"VE7IJX","49.103400","-122.654400","LANGLEY"
"VE7IJZ","49.256100","-122.856200","BURNABY"
"VE7IK","49.349700","-122.975500","HALFMOON BAY"
"VE7IKA","49.259100","-122.559200","MAPLE RIDGE"
"VE7IKB","49.142900","-122.865500",""
"VE7IKC","49.324200","-117.660200","CASTLEGAR"
"VE7IKD","49.171700","-121.951200","CHILLIWACK"
"VE7IKE","49.233400","-124.799800","PORT ALBERNI"
"VE7IKF","49.103400","-122.654400","LANGLEY"
"VE7IKJ","49.171700","-121.951200","CULTUS LAKE"
"VE7IKK","50.216700","-119.200200","COLDSTREAM"
"VE7IKL","50.216700","-119.200200","COLDSTREAM"
"VE7IKM","49.230900","-122.998090","CHILLIWACK"
"VE7IKN","49.128800","-122.767000","SURREY"
"VE7IKO","49.186400","-123.113200","RICHMOND"
"VE7IKP","49.229800","-122.609700","MAPLE RIDGE"
"VE7IKQ","49.058400","-122.492200","ALDERGROVE"
"VE7IKR","49.051600","-122.276400","ABBOTSFORD"
"VE7IKS","49.149400","-122.906700","DELTA"
"VE7IKT","49.051600","-122.276400","ABBOTSFORD"
"VE7IKU","49.274300","-122.758200","COQUITLAM"
"VE7IKW","49.135000","-122.303900","MISSION"
"VE7IKX","49.152159","-122.777300",""
"VE7IKY","49.149400","-122.906700","DELTA"
"VE7IL","49.352500","-124.446900","QUALICUM BEACH"
"VE7ILA","49.175700","-121.930100","CHILLIWACK"
"VE7ILE","53.686700","-132.184800","PORT CLEMENTS"
"VE7ILH","49.772900","-123.147000","LASQUETI"
"VE7ILI","49.058400","-122.492200","ALDERGROVE"
"VE7ILK","49.054800","-122.321600","ABBOTSFORD"
"VE7ILN","49.107800","-122.865100","SURREY"
"VE7ILO","49.054800","-122.321600","ABBOTSFORD"
"VE7ILR","49.190500","-122.810900","SURREY"
"VE7ILS","49.103400","-122.654400","Aldergrove"
"VE7ILU","49.274300","-122.758200","BURNABY"
"VE7ILW","49.272600","-123.007000","BURNABY"
"VE7ILX","49.175700","-121.930100","CHILLIWACK"
"VE7IM","49.685700","-124.995300","COURTENAY"
"VE7IMA","49.103400","-122.654400","LANGLEY"
"VE7IMD","49.024900","-123.083400",""
"VE7IME","49.243900","-123.040400","VANCOUVER"
"VE7IMF","49.175700","-121.930100","CHILLIWACK"
"VE7IMG","49.239400","-122.853200",""
"VE7IMH","49.190500","-122.810900","SURREY"
"VE7IMJ","49.269100","-122.686100","PITT MEADOWS"
"VE7IMK","49.233400","-124.799800","PORT ALBERNI"
"VE7IMM","49.058800","-122.767000","SURREY"
"VE7IMN","49.684400","-124.930300","COMOX"
"VE7IMO","49.103400","-122.654400","LANGLEY"
"VE7IMP","49.171700","-121.951200","LINDELL BEACH"
"VE7IMQ","49.183500","-121.800100","ROSEDALE"
"VE7IMR","49.229800","-122.609700","MAPLE RIDGE"
"VE7IMS","48.436100","-123.409700","VICTORIA"
"VE7IMU","49.058400","-122.492200","ALDERGROVE"
"VE7IMV","49.103400","-122.654400",""
"VE7IMW","54.516700","-128.608000","TERRACE"
"VE7IMX","49.175700","-121.930100","CHILLIWACK"
"VE7IMY","49.149400","-122.906700","DELTA"
"VE7IMZ","49.107800","-122.865100","SURREY"
"VE7INA","49.103400","-122.654400","PITT MEADOWS"
"VE7INC","49.128800","-122.767000","SURREY"
"VE7IND","52.352800","-127.673590","OCEAN FALLS"
"VE7INE","51.647200","-121.294000","100 MILE HOUSE"
"VE7INF","49.239400","-122.853200","COQUITLAM"
"VE7ING","49.988900","-125.236800","CAMPBELL RIVER"
"VE7INI","49.209000","-119.817700","KEREMEOS"
"VE7INK","49.113400","-122.906700","DELTA"
"VE7INL","49.135000","-122.303900","MISSION"
"VE7INM","49.175700","-121.930100","CHILLIWACK"
"VE7INN","49.142900","-122.865500","SURREY"
"VE7INO","50.416900","-121.349900","SPENCES BRIDGE"
"VE7INP","49.209000","-119.817700","KEREMEOS"
"VE7INQ","49.103400","-122.654400","LANGLEY"
"VE7INS","49.038200","-122.827400","SURREY"
"VE7INT","49.341200","-123.201400","WEST VANCOUVER"
"VE7INW","49.231500","-122.929190","BURNABY"
"VE7IO","49.058800","-122.767000","SURREY"
"VE7IOC","49.133600","-123.114300","RICHMOND"
"VE7IOH","49.103400","-122.654400","LANGLEY"
"VE7IOJ","49.183500","-121.800100","ROSEDALE"
"VE7IOK","49.341200","-123.201400","WEST VANCOUVER"
"VE7IOL","49.038200","-122.827400","SURREY"
"VE7ION","49.885100","-119.489200","KELOWNA"
"VE7IOO","49.218200","-123.041100","VANCOUVER"
"VE7IOP","49.128800","-122.767000","SURREY"
"VE7IOQ","49.175700","-121.930100","CHILLIWACK"
"VE7IOR","48.436100","-123.409700","VICTORIA"
"VE7IOS","49.873300","-119.543100","WEST KELOWNA"
"VE7IOT","49.162000","-123.175500","RICHMOND"
"VE7IOU","49.023400","-123.061700","DELTA"
"VE7IOV","49.054800","-122.321600","ABBOTSFORD"
"VE7IOW","49.477400","-124.825400","FANNY BAY"
"VE7IP","49.680200","-115.979400","KIMBERLEY"
"VE7IPA","49.235900","-123.149000","VANCOUVER"
"VE7IPB","49.047100","-122.241100","ABBOTSFORD"
"VE7IPE","49.274300","-122.758200","PORT COQUITLAM"
"VE7IPF","49.175700","-121.930100","CHILLIWACK"
"VE7IPG","49.171700","-121.951200","CHILLIWACK"
"VE7IPH","49.038200","-122.827400","SURREY"
"VE7IPI","49.051600","-122.276400","ABBOTSFORD"
"VE7IPJ","49.245800","-122.773400","COQUITLAM"
"VE7IPL","48.436100","-123.409700","VICTORIA"
"VE7IPM","49.186600","-123.840590","GABRIOLA"
"VE7IPN","53.921300","-122.826300","PRINCE GEORGE"
"VE7IPO","49.135000","-122.303900","MISSION"
"VE7IPR","49.038200","-122.827400","SURREY"
"VE7IPS","48.783300","-123.699700","DUNCAN"
"VE7IPT","49.051600","-122.276400","ABBOTSFORD"
"VE7IPU","49.103400","-122.654400","LANGLEY"
"VE7IPV","49.390200","-121.440500","HOPE"
"VE7IPX","53.757895","-122.682432","ABBOTSFORD"
"VE7IPY","49.103400","-122.654400","LANGLEY"
"VE7IQ","49.418100","-123.491690","VANDERHOOF"
"VE7IQC","49.197400","-122.489800","ABBOTSFORD"
"VE7IQE","49.256100","-122.856200","COQUITLAM"
"VE7IQF","51.613100","-120.115900","CLEARWATER"
"VE7IQH","49.188000","-122.846000","SURREY"
"VE7IQI","49.103400","-122.654400","LANGLEY"
"VE7IQJ","49.051600","-122.276400","CHILLIWACK"
"VE7IQY","49.081700","-122.369400","ABBOTSFORD"
"VE7IRA","49.231500","-122.929190","BURNABY"
"VE7IRB","49.175700","-121.930100","CHILLIWACK"
"VE7IRC","49.219700","-124.001200","NANAIMO"
"VE7IRE","49.103400","-122.654400","LANGLEY"
"VE7IRF","49.212500","-122.917590","NEW WESTMINSTER"
"VE7IRG","49.128800","-122.767000","SURREY"
"VE7IRH","49.243900","-123.040400","VANCOUVER"
"VE7IRI","49.078600","-123.073500","DELTA"
"VE7IRK","49.128800","-122.767000","SURREY"
"VE7IRM","49.103400","-122.654400","Abbotsford"
"VE7IRN","49.243900","-123.040400","VANCOUVER"
"VE7IRO","49.149400","-122.906700","DELTA"
"VE7IRP","49.269100","-122.686100","PITT MEADOWS"
"VE7IRR","49.038200","-122.827400","Vancouver"
"VE7IRS","49.296700","-122.845690","PORT MOODY"
"VE7IRT","49.182700","-122.880500","SURREY"
"VE7IRV","49.170800","-122.732900","SURREY"
"VE7IRW","49.171700","-121.951200","LINDELL BEACH"
"VE7IRX","49.103400","-122.654400",""
"VE7IRZ","49.047100","-122.241100","ABBOTSFORD"
"VE7IS","49.486259","-119.589643","PENTICTON"
"VE7ISA","49.209600","-122.997800","BURNABY"
"VE7ISB","50.901200","-119.377000","QUALICUM BEACH"
"VE7ISC","49.219700","-124.001200","NANAIMO"
"VE7ISD","48.436100","-123.409700","VICTORIA"
"VE7ISE","49.182700","-122.880500","SURREY"
"VE7ISG","48.474000","-123.311800","VICTORIA"
"VE7ISI","49.051600","-122.276400","ABBOTSFORD"
"VE7ISJ","49.247800","-123.090500","VANCOUVER"
"VE7ISL","53.561700","-131.933690","TLELL"
"VE7ISM","49.128800","-122.767000","SURREY"
"VE7ISN","54.229500","-125.758100","BURNS LAKE"
"VE7ISR","49.390200","-121.440500","HOPE"
"VE7ISS","50.258300","-119.266700","VERNON"
"VE7IST","49.170800","-122.732900","SURREY"
"VE7ISU","49.231500","-122.929190","BURNABY"
"VE7ISV","49.103400","-122.654400","LANGLEY"
"VE7ISX","49.182700","-122.880500","SURREY"
"VE7ISY","49.256100","-122.856200","COQUITLAM"
"VE7IT","49.322900","-124.324600","NANOOSE BAY"
"VE7ITC","49.103400","-122.654400","LANGLEY"
"VE7ITE","49.269100","-122.686100","PITT MEADOWS"
"VE7ITG","49.346600","-123.099700","NORTH VANCOUVER"
"VE7ITH","49.219700","-124.001200","NANAIMO"
"VE7ITI","49.239400","-122.853200","COQUITLAM"
"VE7ITJ","49.229000","-122.951890","BURNABY"
"VE7ITL","49.128800","-122.767000","108 MILE RANCH"
"VE7ITM","49.135000","-122.303900","MISSION"
"VE7ITN","49.142900","-122.865500","SURREY"
"VE7ITO","49.274300","-122.758200","COQUITLAM"
"VE7ITP","49.296700","-122.845690","PORT MOODY"
"VE7ITT","50.708100","-120.381300","KAMLOOPS"
"VE7ITU","49.188000","-122.846000","SURREY"
"VE7ITV","49.229800","-122.609700","MAPLE RIDGE"
"VE7ITY","49.256100","-122.856200","COQUITLAM"
"VE7IUQ","50.699800","-119.282790","SALMON ARM"
"VE7IUV","49.218200","-123.041100","VANCOUVER"
"VE7IUZ","49.149800","-123.977000","NANAIMO"
"VE7IV","49.884900","-119.414900","KELOWNA"
"VE7IVA","49.149800","-123.977000","NANAIMO"
"VE7IVB","49.352500","-124.446900","QUALICUM BEACH"
"VE7IVN","50.860500","-127.612500","VICTORIA"
"VE7IVT","49.229600","-122.891400","NEW WESTMINSTER"
"VE7IVY","49.251600","-123.168400","VANCOUVER"
"VE7IW","50.699800","-119.282790","SALMON ARM"
"VE7IWC","48.377500","-123.730700","SOOKE"
"VE7IWI","49.496900","-119.598690","PENTICTON"
"VE7IWR","49.022200","-122.800290","WHITE ROCK"
"VE7IWT","49.038200","-122.827400","SURREY"
"VE7IWY","49.267200","-123.200400","VANCOUVER"
"VE7IX","49.233400","-124.799800","PORT ALBERNI"
"VE7IXC","49.254100","-123.146190","VANCOUVER"
"VE7IXL","49.103400","-122.654400","DUNCAN"
"VE7IXO","49.190500","-122.810900","SURREY"
"VE7IXX","49.058800","-122.767000","SURREY"
"VE7IY","50.038890","-125.283730","CAMPBELL RIVER"
"VE7IZA","49.229800","-122.609700","MAPLE RIDGE"
"VE7IZU","49.107800","-122.865100","SURREY"
"VE7IZZ","48.739500","-123.615700","COWICHAN BAY"
"VE7JA","49.142900","-122.865500","SURREY"
"VE7JAA","49.218200","-123.041100","VANCOUVER"
"VE7JAB","50.258300","-119.266700","VERNON"
"VE7JAC","49.219700","-124.001200","NANAIMO"
"VE7JAD","48.783300","-123.699700","DUNCAN"
"VE7JAF","50.708100","-120.381300","KAMLOOPS"
"VE7JAG","49.103400","-122.654400","LANGLEY"
"VE7JAJ","49.257900","-123.131200","VANCOUVER"
"VE7JAK","49.252500","-123.065290","VANCOUVER"
"VE7JAL","49.257900","-123.131200","VANCOUVER"
"VE7JAM","49.114775","-122.754739","VANCOUVER"
"VE7JAN","49.251600","-123.168400","VANCOUVER"
"VE7JAO","49.100200","-117.700000","TRAIL"
"VE7JAQ","49.128800","-122.767000","SURREY"
"VE7JAR","50.258300","-119.266700","VERNON"
"VE7JAS","48.474000","-123.311800","VICTORIA"
"VE7JAT","49.496900","-119.598690","PENTICTON"
"VE7JAV","48.418800","-123.327690","VICTORIA"
"VE7JAW","49.988900","-125.236800","CAMPBELL RIVER"
"VE7JAX","49.684400","-124.930300","COMOX"
"VE7JAZ","49.051600","-122.276400","ABBOTSFORD"
"VE7JB","49.128800","-122.767000","SURREY"
"VE7JBA","49.352500","-124.446900","QUALICUM BEACH"
"VE7JBB","49.107800","-122.865100","SURREY"
"VE7JBC","49.873300","-119.543100","WEST KELOWNA"
"VE7JBH","48.414500","-123.361400","VICTORIA"
"VE7JBJ","49.038200","-122.827400","SURREY"
"VE7JBK","49.218200","-123.041100","VANCOUVER"
"VE7JBL","49.873300","-119.543100","WEST KELOWNA"
"VE7JBM","49.496900","-119.598690","PENTICTON"
"VE7JBN","48.488300","-123.410790","VICTORIA"
"VE7JBO","50.216700","-119.200200","COLDSTREAM"
"VE7JBR","48.414500","-123.361400","VICTORIA"
"VE7JBT","49.458500","-119.582071","PENTICTON"
"VE7JBV","48.587100","-123.432100","SAANICHTON"
"VE7JBW","48.783300","-123.699700","DUNCAN"
"VE7JC","49.230900","-122.998090","BURNABY"
"VE7JCA","48.890800","-123.539800","SALT SPRING ISLAND"
"VE7JCB","50.217000","-126.548000","WOSS"
"VE7JCC","49.128800","-122.767000","SURREY"
"VE7JCE","53.876900","-122.803600","PRINCE GEORGE"
"VE7JCF","48.652700","-123.427890","SIDNEY"
"VE7JCG","49.233400","-124.799800","PORT ALBERNI"
"VE7JCH","49.248600","-123.120200",""
"VE7JCJ","48.424900","-123.365100","VICTORIA"
"VE7JCK","48.377500","-123.730700","SOOKE"
"VE7JCL","49.296700","-122.845690","DUNCAN"
"VE7JCM","49.680500","-124.979200","COURTENAY"
"VE7JCP","50.258300","-119.266700","VERNON"
"VE7JCT","49.232000","-123.089900","VANCOUVER"
"VE7JCU","48.463200","-123.366200","VICTORIA"
"VE7JCY","49.341600","-123.262200","WEST VANCOUVER"
"VE7JCZ","48.436100","-123.409700","VICTORIA"
"VE7JD","49.038200","-122.827400","SURREY"
"VE7JDB","48.574812","-123.563975","MALAHAT"
"VE7JDD","48.446500","-123.510400","VICTORIA"
"VE7JDF","49.228500","-123.185000","VANCOUVER"
"VE7JDH","49.349700","-122.975500","NORTH VANCOUVER"
"VE7JDI","49.054800","-122.321600","ABBOTSFORD"
"VE7JDJ","49.239800","-124.064200","LANTZVILLE"
"VE7JDK","49.320500","-123.056700","NORTH VANCOUVER"
"VE7JDL","50.708100","-120.381300","KAMLOOPS"
"VE7JDM","54.049700","-128.550700","KITIMAT"
"VE7JDN","50.708100","-120.381300","KAMLOOPS"
"VE7JDO","49.296700","-122.845690","PORT MOODY"
"VE7JDP","49.332800","-123.026300","NORTH VANCOUVER"
"VE7JDQ","49.733300","-114.883300","SPARWOOD"
"VE7JDR","50.709500","-127.415800","PORT HARDY"
"VE7JDT","49.873300","-119.543100","WEST KELOWNA"
"VE7JDV","48.890800","-123.539800","SALT SPRING ISLAND"
"VE7JDY","48.406000","-123.517700","VICTORIA"
"VE7JE","49.352500","-124.446900","QUALICUM BEACH"
"VE7JEA","48.641600","-123.548900","MILL BAY"
"VE7JEB","54.018900","-124.001800","VANDERHOOF"
"VE7JED","54.018900","-124.001800","VANDERHOOF"
"VE7JEE","49.149400","-122.906700","DELTA"
"VE7JEF","55.245400","-127.590300","NEW HAZELTON"
"VE7JEG","49.213000","-123.096300","VANCOUVER"
"VE7JEH","53.300000","-120.170000","MCBRIDE"
"VE7JEK","49.100200","-117.700000","TRAIL"
"VE7JEL","48.424900","-123.365100","VICTORIA"
"VE7JEM","48.442300","-123.321600","VICTORIA"
"VE7JEN","48.463200","-123.366200","VICTORIA"
"VE7JEO","49.274300","-122.758200","PORT COQUITLAM"
"VE7JEP","48.418800","-123.327690","VICTORIA"
"VE7JER","49.200200","-117.699600","GENELLE"
"VE7JES","49.233400","-124.799800","PORT ALBERNI"
"VE7JET","49.128800","-122.767000","SURREY"
"VE7JEV","49.171600","-121.951100","CHILLIWACK"
"VE7JEW","49.285000","-123.132600","VANCOUVER"
"VE7JEZ","49.103400","-122.654400","LANGLEY"
"VE7JF","49.229800","-122.609700",""
"VE7JFB","50.669700","-120.325300","KAMLOOPS"
"VE7JFC","49.884900","-119.414900","KELOWNA"
"VE7JFD","49.322900","-124.324600","PARKSVILLE"
"VE7JFG","50.041500","-125.214400","QUATHIASKI COVE"
"VE7JFH","48.786200","-123.283900","BOWEN ISLAND"
"VE7JFI","48.463200","-123.366200","VICTORIA"
"VE7JFK","49.051600","-122.276400","ABBOTSFORD"
"VE7JFL","48.652700","-123.427890","SIDNEY"
"VE7JFO","54.699900","-127.050500",""
"VE7JFT","49.245800","-122.773400","PORT COQUITLAM"
"VE7JFU","49.559300","-123.995300","MADEIRA PARK"
"VE7JG","48.641600","-123.548900","QUALICUM BEACH"
"VE7JGA","50.428200","-127.481600","PORT ALICE"
"VE7JGB","49.599000","-119.690200","SUMMERLAND"
"VE7JGC","49.680500","-124.979200","COURTENAY"
"VE7JGD","48.463200","-123.366200","VICTORIA"
"VE7JGE","48.683400","-123.600500","NANAIMO"
"VE7JGI","48.890800","-123.539800","SALT SPRING ISLAND"
"VE7JGK","49.322900","-124.324600","PARKSVILLE"
"VE7JGM","49.848500","-125.133300","BLACK CREEK"
"VE7JGR","49.103400","-122.654400","LANGLEY"
"VE7JGS","48.587100","-123.432100","SAANICHTON"
"VE7JGX","49.330800","-123.141400","WEST VANCOUVER"
"VE7JHA","49.352500","-124.446900","QUALICUM BEACH"
"VE7JHC","49.322900","-124.324600","NANOOSE BAY"
"VE7JHD","48.652700","-123.427890","SIDNEY"
"VE7JHE","48.783300","-123.699700","DUNCAN"
"VE7JHG","49.054800","-122.321600","ABBOTSFORD"
"VE7JHJ","48.442300","-123.321600","VICTORIA"
"VE7JHM","49.190500","-122.810900","SURREY"
"VE7JHN","50.708100","-120.381300","KAMLOOPS"
"VE7JHO","49.293600","-124.445500","COOMBS"
"VE7JHP","53.909000","-122.766400","PRINCE GEORGE"
"VE7JHR","48.414500","-123.361400","VICTORIA"
"VE7JHS","49.175700","-121.930100","CHILLIWACK"
"VE7JHT","54.433300","-124.250500","FORT ST. JAMES"
"VE7JI","49.277300","-123.113200","VANCOUVER"
"VE7JIC","49.231500","-122.929190","BURNABY"
"VE7JID","49.869300","-119.404900","KELOWNA"
"VE7JIJ","49.884900","-119.414900","KELOWNA"
"VE7JIM","49.885100","-119.489200","KELOWNA"
"VE7JIN","49.142900","-122.865500","SURREY"
"VE7JIT","49.128800","-122.767000","SURREY"
"VE7JJ","53.921300","-122.826300","PRINCE GEORGE"
"VE7JJA","49.151518","-122.894983","DELTA"
"VE7JJC","50.443100","-119.196200","ARMSTRONG"
"VE7JJD","49.276200","-123.066700","BURNABY"
"VE7JJF","49.269100","-122.686100","HOPE"
"VE7JJG","49.322900","-124.324600","PARKSVILLE"
"VE7JJH","49.496900","-119.598690","PENTICTON"
"VE7JJJ","53.876900","-122.803600","PRINCE GEORGE"
"VE7JJL","49.160200","-123.114000","RICHMOND"
"VE7JJM","49.839600","-119.444900","KELOWNA"
"VE7JJN","48.783300","-123.699700","DUNCAN"
"VE7JJP","49.229600","-122.891400","NEW WESTMINSTER"
"VE7JJS","48.950800","-125.550100","UCLUELET"
"VE7JJU","50.216700","-119.200200","COLDSTREAM"
"VE7JJV","50.216700","-119.200200","COLDSTREAM"
"VE7JJW","49.274300","-122.758200","PORT COQUITLAM"
"VE7JJY","48.652700","-123.427890","SIDNEY"
"VE7JK","49.107800","-122.865100","COURTENAY"
"VE7JKA","48.406000","-123.517700","VICTORIA"
"VE7JKC","49.149400","-122.906700","DELTA"
"VE7JKD","48.832500","-124.049600","LAKE COWICHAN"
"VE7JKE","49.496900","-119.598690","PENTICTON"
"VE7JKG","48.418800","-123.327690","VICTORIA"
"VE7JKJ","49.239400","-122.853200","COQUITLAM"
"VE7JKO","54.519100","-128.530390","TERRACE"
"VE7JKP","49.186400","-123.113200","RICHMOND"
"VE7JKR","49.753200","-123.133500","SQUAMISH"
"VE7JKS","49.829630","-119.609609","WEST KELOWNA"
"VE7JKZ","48.456670","-123.352780","Victoria"
"VE7JL","49.346600","-123.099700","NORTH VANCOUVER"
"VE7JLA","54.342000","-130.265800","Quesnel"
"VE7JLB","50.673590","-120.327614","KAMLOOPS"
"VE7JLC","49.145600","-123.176500","RICHMOND"
"VE7JLD","52.133600","-122.149800","WILLIAMS LAKE"
"VE7JLE","49.267500","-122.929590","BURNABY"
"VE7JLF","50.258300","-119.266700","VERNON"
"VE7JLG","49.184100","-119.549890","OLIVER"
"VE7JLK","49.496900","-119.598690",""
"VE7JLL","48.587100","-123.432100","BRENTWOOD BAY"
"VE7JLM","54.516700","-128.608000","TERRACE"
"VE7JLO","49.219700","-124.001200","NANAIMO"
"VE7JLP","50.216700","-119.200200","COLDSTREAM"
"VE7JLR","49.322900","-124.324600","PARKSVILLE"
"VE7JLS","49.103400","-122.654400","LANGLEY"
"VE7JLT","50.820300","-119.680100","CHASE"
"VE7JLW","49.033300","-118.431290","GRAND FORKS"
"VE7JLZ","49.170800","-122.732900","SURREY"
"VE7JM","49.324200","-117.660200","CASTLEGAR"
"VE7JMA","49.873300","-119.543100","WEST KELOWNA"
"VE7JMB","49.274300","-122.758200","PORT COQUITLAM"
"VE7JMC","49.256100","-122.856200","COQUITLAM"
"VE7JMD","49.884900","-119.414900","KELOWNA"
"VE7JME","49.183000","-123.974990","NANAIMO"
"VE7JMF","48.436100","-123.409700","VICTORIA"
"VE7JMG","55.343000","-123.104000","MACKENZIE"
"VE7JMH","49.884900","-119.414900","KELOWNA"
"VE7JMJ","49.051600","-122.276400","ABBOTSFORD"
"VE7JMK","48.739500","-123.615700","COWICHAN BAY"
"VE7JML","50.258300","-119.266700","VERNON"
"VE7JMM","49.477400","-124.825400","FANNY BAY"
"VE7JMN","50.499600","-120.799100","LOGAN LAKE"
"VE7JMP","49.219700","-124.001200","NANAIMO"
"VE7JMS","49.182700","-122.880500","SURREY"
"VE7JMT","49.496900","-119.598690","PENTICTON"
"VE7JMW","48.446500","-123.510400","VICTORIA"
"VE7JMY","49.145600","-123.176500","RICHMOND"
"VE7JMZ","49.268000","-123.168000","VANCOUVER"
"VE7JN","49.149800","-123.977000","NANAIMO"
"VE7JNA","48.414500","-123.361400","VICTORIA"
"VE7JNB","49.133600","-123.114300","RICHMOND"
"VE7JND","49.113400","-122.906700","DELTA"
"VE7JNE","48.595300","-123.540200","SHAWNIGAN LAKE"
"VE7JNG","49.225500","-123.068100","VANCOUVER"
"VE7JNJ","49.038200","-122.827400","SURREY"
"VE7JNL","49.047100","-122.241100","ABBOTSFORD"
"VE7JNM","48.890800","-123.539800","SALT SPRING ISLAND"
"VE7JNN","49.175700","-121.930100","CHILLIWACK"
"VE7JNO","48.783300","-123.699700","DUNCAN"
"VE7JNR","49.212500","-122.917590","NEW WESTMINSTER"
"VE7JNT","49.349400","-123.047400","NORTH VANCOUVER"
"VE7JNX","49.103400","-122.654400","LANGLEY"
"VE7JNY","49.142900","-122.865500","SURREY"
"VE7JO","49.649700","-124.949290","ROYSTON"
"VE7JOA","49.988900","-125.236800","CAMPBELL RIVER"
"VE7JOC","48.783300","-123.699700","DUNCAN"
"VE7JOD","49.128800","-122.767000","SURREY"
"VE7JOE","50.708100","-120.381300","KAMLOOPS"
"VE7JOG","49.243900","-123.040400","VANCOUVER"
"VE7JOH","49.219700","-124.001200","NANAIMO"
